recipe_name,prep_time,cook_time,total_time,servings,yield,rating,url,img_src,total_fat (g),sat_fat (g),cholesterol (mg),sodium (mg),total_carbohydrate (g),dietary_fiber (g),total_sugars (g),protein (g),vitamin_c (mg),calcium (mg),iron (mg),potassium (mg)
Freezer Peach Pie Filling,15 mins,55 mins,3 hrs 10 mins,8,8 servings,4.7,https://www.allrecipes.com/recipe/75611/freezer-peach-pie-filling/,https://www.allrecipes.com/thmb/zkyCJpWyd5F5zU8AWuxu_ejRwa0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/255184-0a18bdb81a464d9499ae2e9ec24f940d.jpg,0.0,,,1.0,31,2.0,28.0,1.0,2.0,5.0,1.0,171
Peach Banana Smoothie,5 mins,,5 mins,4,5 cups,4.7,https://www.allrecipes.com/recipe/232903/peach-banana-smoothie/,https://www.allrecipes.com/thmb/yZAFM4KKtttZjdBEScqeW_I3q44=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1115853-f61b636e115c4f31a46b8e1be44435ca.jpg,1.0,1.0,4.0,48.0,44,3.0,36.0,5.0,17.0,124.0,1.0,524
Peach Cake II,,,,24,1 - 9x13 inch pan,4.4,https://www.allrecipes.com/recipe/8249/peach-cake-ii/,https://www.allrecipes.com/thmb/t8pX_lnKs-PLctnoL81MokGmU_g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/878609-af289dbbe9514331a0eef1adc556ed16.jpg,12.0,2.0,23.0,159.0,24,1.0,15.0,2.0,5.0,9.0,1.0,33
Peach Upside Down Cake I,20 mins,35 mins,1 hrs,9,8 inch square cake,4.2,https://www.allrecipes.com/recipe/7446/peach-upside-down-cake-i/,https://www.allrecipes.com/thmb/9D6QUDjlwGh2S8-VmpU8UC5grPY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Peach-Uside-Down-Cake-Kim-4x3-1-2000-be83eba59e944907abfaa26c86afa986.jpeg,16.0,10.0,62.0,366.0,41,1.0,27.0,3.0,23.0,103.0,1.0,86
Peach Pie,1 hrs,45 mins,1 hrs 45 mins,8,1 to 9 - inch pie,4.4,https://www.allrecipes.com/recipe/12347/peach-pie/,https://www.allrecipes.com/thmb/5imunrESlYy2H-6xgWrSXNoSW5o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7371215-10de1b0385f64c4abadb3c1bb8b4fb9d.jpg,21.0,7.0,15.0,280.0,57,2.0,33.0,3.0,52.0,22.0,2.0,77
Best Peach Cobbler Ever,30 mins,1 hrs,1 hrs 30 mins,18,1 9x13-inch cobbler,4.2,https://www.allrecipes.com/recipe/12320/best-peach-cobbler-ever/,https://www.allrecipes.com/thmb/cb5FhPzYnorSIv0UAIEGWaaSDNs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4534313-b0c1ca068ca64b08834b0a6d860cab1d.jpg,7.0,4.0,18.0,138.0,48,2.0,33.0,1.0,2.0,51.0,0.0,128
Peach Cobbler VI,15 mins,30 mins,45 mins,8,1 9x9-inch cobbler,4.5,https://www.allrecipes.com/recipe/18469/peach-cobbler-vi/,https://www.allrecipes.com/thmb/V9O1neaSOchIYdsbhKI6zfbdUB8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/717731-8ce13afc506343128c5169fd965188ed.jpg,12.0,2.0,2.0,383.0,47,2.0,33.0,3.0,4.0,100.0,1.0,201
Easy Stovetop Peach Cobbler,5 mins,15 mins,35 mins,6,6 servings,4.3,https://www.allrecipes.com/recipe/139349/easy-stovetop-peach-cobbler/,https://www.allrecipes.com/thmb/NNqNCNhFYU8b3vdkuUMAbMq8B8k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2915591-f03596afab704ca7bc5c3d7fe7dc3a94.jpg,7.0,1.0,1.0,311.0,57,3.0,41.0,3.0,5.0,74.0,1.0,213
Single Crust Peach Pie,30 mins,,1 hrs 20 mins,8,1 pie,4.4,https://www.allrecipes.com/recipe/12307/single-crust-peach-pie/,https://www.allrecipes.com/thmb/d6c_LJ5kZl4xad_51iRDXKhFaXw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2387881-4273b847d7b94166a458ada5403139cd.jpg,10.0,4.0,8.0,140.0,38,1.0,23.0,2.0,31.0,13.0,1.0,46
Fresh Peach Cobbler I,30 mins,25 mins,55 mins,6,6 servings,4.2,https://www.allrecipes.com/recipe/15148/fresh-peach-cobbler-i/,https://www.allrecipes.com/thmb/ScC53CANgjgpYfBzaK16NdvE1ek=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5799070-fresh-peach-cobbler-i-Rustymae123-4x3-1-600bc480e1ee4252b92c7d61122893bc.jpg,7.0,2.0,2.0,328.0,43,1.0,25.0,3.0,37.0,106.0,1.0,83
Marie's Peach Dump Cake,10 mins,35 mins,45 mins,12,12 servings,4.3,https://www.allrecipes.com/recipe/229004/peach-dump-cake/,https://www.allrecipes.com/thmb/l1ANOAwtj3otZvWV-KbLzsCKdsk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/960642-peach-dump-cake-Sugarplum-4x3-1-0ff94d746cae437dab07f66956fcfd47.jpg,17.0,8.0,31.0,368.0,42,1.0,26.0,2.0,3.0,66.0,1.0,125
Peachy Bread Pudding with Caramel Sauce,15 mins,1 hrs 10 mins,1 hrs 35 mins,10,1 - 9x13 inch baking dish,4.7,https://www.allrecipes.com/recipe/174599/peachy-bread-pudding-with-caramel-sauce/,https://www.allrecipes.com/thmb/N5Ch9siAU_8Zp-4PiLkQXEr4QNQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6721333-60808fdc1b1e4da8ba4b288992bf3e85.jpg,20.0,12.0,106.0,450.0,61,1.0,36.0,10.0,12.0,158.0,2.0,249
Peach and Tomato Caprese Salad,15 mins,,15 mins,4,4 servings,4.6,https://www.allrecipes.com/recipe/258123/peach-and-tomato-caprese-salad/,https://www.allrecipes.com/thmb/9TPMC7YP6qCUEmYmWM6CuXbSFrA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4531443-011ac1b2556f4224b25de664c458ca08.jpg,19.0,9.0,45.0,569.0,8,1.0,7.0,11.0,33.0,341.0,1.0,237
Baked Peaches,10 mins,20 mins,30 mins,6,6 servings,4.6,https://www.allrecipes.com/recipe/241987/baked-peaches/,https://www.allrecipes.com/thmb/g1jAg_Nt-e9G5lhV_-KGTbVnGOY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2227498-603893f3c0064200aa78b7ff6ffe0210.jpg,3.0,0.0,,11.0,21,2.0,18.0,1.0,71.0,16.0,1.0,120
Banana Peach Bread,20 mins,50 mins,2 hrs 10 mins,16,1 5x9-inch loaf,4.7,https://www.allrecipes.com/recipe/229003/banana-peach-bread/,https://www.allrecipes.com/thmb/f2nrhN-ZW8fm9uYMDFbo7XhYxIg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1343347-3b409d3e324547088fb58aeaa852aaa7.jpg,9.0,4.0,39.0,279.0,29,1.0,14.0,3.0,6.0,19.0,1.0,137
Bananerberry Smoothie,10 mins,,10 mins,2,2 servings,4.4,https://www.allrecipes.com/recipe/20126/bananerberry-smoothie/,https://www.allrecipes.com/thmb/42bkUI8CFjoLdeqporpBD5F7jp0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/433563-bananerberry-smoothie-Pam-Ziegler-Lutz-4x3-1-5ee163f5d3fa4b30ab66f2616f50f9bf.jpg,13.0,8.0,48.0,109.0,58,5.0,45.0,7.0,78.0,224.0,1.0,698
Grandma's Peach French Toast,9 hrs,45 mins,9 hrs 45 mins,8,8 servings,4.5,https://www.allrecipes.com/recipe/72662/grandmas-peach-french-toast/,https://www.allrecipes.com/thmb/d53mn93zN6ziE2H6YCKLeurwoUI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5337339-4187382f2337406c998fa1c1e224d461.jpg,15.0,8.0,147.0,276.0,51,2.0,38.0,7.0,4.0,60.0,2.0,242
Fresh Peach Pie I,,,,8,1 pie,4.5,https://www.allrecipes.com/recipe/12308/fresh-peach-pie-i/,https://www.allrecipes.com/thmb/K4zHRQhHYdUV1Vi2nWtufvNAzTA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4533102-fresh-peach-pie-i-Karen-4x3-1-3a7890d118ab43e79f54414b8073e37a.jpg,9.0,3.0,4.0,136.0,44,0.0,31.0,2.0,41.0,15.0,1.0,49
"Mango, Peach and Pineapple Salsa",20 mins,,1 hrs 20 mins,16,8 cups,4.6,https://www.allrecipes.com/recipe/166482/mango-peach-and-pineapple-salsa/,https://www.allrecipes.com/thmb/WI4AYyHsy5Kz-dtE17vXz2h9QWI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/225040-97196159984d4e77b1fdb9e3fec702ca.jpg,0.0,,,150.0,10,1.0,7.0,1.0,48.0,14.0,0.0,199
Grandma's Peach Cobbler,10 mins,45 mins,1 hrs 5 mins,10,10 servings,4.5,https://www.allrecipes.com/recipe/257540/grandmas-peach-cobbler/,https://www.allrecipes.com/thmb/ddkruPV3ET7Fg2Og89ShbzbtXx8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6022309-695a276327e443b6964b53be753f9313.jpg,15.0,9.0,39.0,133.0,57,1.0,46.0,3.0,2.0,105.0,1.0,125
Homemade Peach Tea,5 mins,10 mins,50 mins,6,6 cups,3.6,https://www.allrecipes.com/recipe/245306/homemade-peach-tea/,https://www.allrecipes.com/thmb/u8vY_h4u8-jVlyUloTYFV6Zfc-g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7005265-269e317584904813ba66619ae04beb46.jpg,,,,8.0,34,,34.0,,1.0,9.0,,17
Spicy Peach Chutney,8 hrs,2 hrs,10 hrs,96,6 - 1/2 pints,4.4,https://www.allrecipes.com/recipe/75320/spicy-peach-chutney/,https://www.allrecipes.com/thmb/XU-j3QIhju3tfUlLFC_SCN1DbO4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1039317-0a4ccdaf874e434d9f610cd1645afda3.jpg,0.0,,,5.0,13,0.0,11.0,0.0,6.0,12.0,0.0,42
Pear Tarte Tatin,20 mins,50 mins,1 hrs 25 mins,8,8 servings,5.0,https://www.allrecipes.com/recipe/269514/pear-tarte-tatin/,https://www.allrecipes.com/thmb/7seKGjAsxcA4QJ9OZGBIN7TdBhU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6096249-f0ed5299a04348df8cf34e8d531d493b.jpg,22.0,8.0,15.0,274.0,58,5.0,30.0,4.0,4.0,16.0,2.0,158
Pear Sour Cream Pie,25 mins,45 mins,3 hrs 10 mins,6,1 to 9 - inch pie,4.6,https://www.allrecipes.com/recipe/176287/pear-sour-cream-pie/,https://www.allrecipes.com/thmb/630oLLt8S74uTRqQR3YAJXXnYFk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3984976-a0542be6eeca47eaae39dab483236de1.jpg,29.0,14.0,73.0,355.0,86,7.0,42.0,8.0,6.0,75.0,3.0,309
Sour Cream Pear Pie,15 mins,55 mins,1 hrs 10 mins,8,1 9-inch pie,4.5,https://www.allrecipes.com/recipe/54694/sour-cream-pear-pie/,https://www.allrecipes.com/thmb/PkltlR4goR6gwVyWpW5H67Wingc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7226866-a783ef8cf13a42acb1298e2b70558dd7.jpg,30.0,15.0,77.0,327.0,74,3.0,53.0,5.0,2.0,60.0,2.0,195
Pear and Chocolate Tart,,50 mins,1 hrs 10 mins,8,1 9-inch tart,4.0,https://www.allrecipes.com/recipe/273033/pear-and-chocolate-tart/,https://www.allrecipes.com/thmb/K2-GSyheBLnzdcOybHBpNA6mJqE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8457435-d1bba36c46ed4dfb9797b5c6ea457b8e.jpg,37.0,10.0,73.0,203.0,53,7.0,32.0,9.0,3.0,74.0,2.0,291
Pear Pie III,15 mins,1 hrs,1 hrs 15 mins,8,1 to 9 - inch pie,4.5,https://www.allrecipes.com/recipe/91511/pear-pie-iii/,https://www.allrecipes.com/thmb/-c2XqtAA0z3fPJUzsVGe6y59DFU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5791553-0dcee488a39a4a6792f360767bee837e.jpg,15.0,6.0,62.0,176.0,47,3.0,31.0,4.0,2.0,16.0,1.0,102
Rustic Autumn Fruit Tart,15 mins,30 mins,1 hrs 45 mins,8,1 8-inch tart,4.3,https://www.allrecipes.com/recipe/93779/rustic-autumn-fruit-tart/,https://www.allrecipes.com/thmb/YobgWn4WpEi7WcirYVcfezX5ht8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1443473-d4a2ae76ef574b10851b04b014823843.jpg,17.0,11.0,47.0,137.0,51,2.0,24.0,4.0,8.0,37.0,2.0,152
Cheddar Pear Pie,20 mins,45 mins,1 hrs 5 mins,6,1 to 9 - inch pie,4.7,https://www.allrecipes.com/recipe/176269/cheddar-pear-pie/,https://www.allrecipes.com/thmb/pbBYeErgvZq227MquoW3h3YeKU8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4002821-12cf8e65840a408594f3695f63449aa4.jpg,21.0,9.0,30.0,281.0,87,7.0,52.0,6.0,8.0,123.0,2.0,291
Hasselback Pear Tart,20 mins,35 mins,1 hrs 15 mins,8,1 10-inch square tart pan,4.6,https://www.allrecipes.com/recipe/255904/hasselback-pear-tart/,https://www.allrecipes.com/thmb/ftrWYczkvsBmlJAirUZ-6RzHSG4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4059860-05ea871c1a9149868457d90bc9e2d487.jpg,17.0,6.0,15.0,118.0,43,4.0,23.0,4.0,10.0,29.0,1.0,175
Scandinavian Pear Tart,25 mins,25 mins,3 hrs 50 mins,8,1 9-inch tart,5.0,https://www.allrecipes.com/recipe/276769/scandinavian-pear-tart/,https://www.allrecipes.com/thmb/jAN3oDk35AlEvxawtyqAR0azl8k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7282942-aa6d9a57b7f64863985903e48ed74f83.jpg,17.0,9.0,63.0,124.0,38,2.0,26.0,5.0,1.0,45.0,1.0,137
Maple-Pear Tarte Tatin,15 mins,30 mins,50 mins,8,1 9-inch tart,4.4,https://www.allrecipes.com/recipe/245135/maple-pear-tarte-tatin/,https://www.allrecipes.com/thmb/kkhpD7E2QoJZCXCd4H_XhE1wPwU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2757284-c08ee9afe5d249b4a6301a0c8ea5b02e.jpg,18.0,7.0,15.0,122.0,42,3.0,23.0,3.0,4.0,27.0,1.0,152
Bartlett Pear Pie,20 mins,30 mins,1 hrs 50 mins,8,8 servings,3.3,https://www.allrecipes.com/recipe/235661/bartlett-pear-pie/,https://www.allrecipes.com/thmb/TId2TwLzWsk9mLSb0gDtbmaRqtg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4483642-098a70f2451b46ee839a7d5e2bf8ed86.jpg,21.0,10.0,77.0,212.0,47,5.0,30.0,4.0,4.0,33.0,1.0,176
French Pear Pie,45 mins,45 mins,1 hrs 30 mins,8,1 9-inch pie,4.8,https://www.allrecipes.com/recipe/230571/french-pear-pie/,https://www.allrecipes.com/thmb/7cDpBOTj-cnnS2P7uBg3oZHOBFk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1163180-1bccc39e9cd742b4a340b74b3447327f.jpg,19.0,9.0,31.0,203.0,73,6.0,41.0,4.0,9.0,31.0,2.0,241
Autumn Spiced Apple and Pear Hand Pies,1 hrs,30 mins,1 hrs 50 mins,16,16 3-inch pies,4.0,https://www.allrecipes.com/recipe/244986/autumn-spiced-apple-and-pear-hand-pies/,https://www.allrecipes.com/thmb/1D71LVaZANfmtHoKdbMS08_K1KE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4138565-8da5900b557e4b87b4fa5031027914fd.jpg,6.0,2.0,12.0,75.0,18,1.0,8.0,2.0,1.0,11.0,1.0,64
Pear Pie,15 mins,45 mins,1 hrs,8,1 9-inch pie,4.8,https://www.allrecipes.com/recipe/234491/pear-pie/,https://www.allrecipes.com/thmb/1OpC8i9pAKJWprNyb2R8tJHEAZk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2597871-b7015a586c8346e0b291a65bf336549a.jpg,26.0,13.0,66.0,369.0,48,3.0,25.0,5.0,3.0,53.0,1.0,154
Pear Pie II,15 mins,50 mins,1 hrs 5 mins,6,1 to 9 - inch pie,4.4,https://www.allrecipes.com/recipe/23767/pear-pie-ii/,https://www.allrecipes.com/thmb/Pn5zAQLFhmsLBZBwh_9AW3JqsG4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/481241-bdc084e3cab54ba18a80ae802608d015.jpg,20.0,8.0,113.0,247.0,69,5.0,44.0,6.0,4.0,29.0,2.0,187
Pear and Hazelnut Frangipane Tart,15 mins,50 mins,2 hrs 15 mins,8,1 9-inch tart,5.0,https://www.allrecipes.com/recipe/245237/pear-and-hazelnut-frangipane-tart/,https://www.allrecipes.com/thmb/DdP5RZO0aDVvbe073M4PWRdswbI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2822093-8810754f3fcb40419f3fd01d5fe5f4f2.jpg,31.0,15.0,84.0,206.0,46,4.0,20.0,6.0,3.0,33.0,2.0,194
French Puff Pastry Tart with Pears and Chocolate,20 mins,30 mins,50 mins,8,8 servings,5.0,https://www.allrecipes.com/recipe/267990/french-puff-pastry-tart-with-pears-and-chocolate/,https://www.allrecipes.com/thmb/6rxJJd52wxPxR7w8RdjCC6dB_8w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5772017-a6f82629aff24d2e9508bd41062da5e9.jpg,36.0,14.0,80.0,106.0,51,5.0,30.0,9.0,3.0,45.0,1.0,165
Frangipane Pear Tart,30 mins,1 hrs 15 mins,2 hrs 15 mins,8,1 9-inch tart,4.7,https://www.allrecipes.com/recipe/256822/frangipane-pear-tart/,https://www.allrecipes.com/thmb/0RYtZ6H3YjGnxC3-naUAHG6zcSo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6332333-354566c466c3473b8cc2b46fbf1e18de.jpg,24.0,14.0,104.0,171.0,94,4.0,66.0,9.0,5.0,79.0,2.0,330
d'Anjou Pear and Almond Tarts,15 mins,45 mins,1 hrs,18,18 3-inch tarts,5.0,https://www.allrecipes.com/recipe/241123/danjou-pear-and-almond-tarts/,https://www.allrecipes.com/thmb/N-uoNEWcjOsrH-y2omC2Q4lRWu0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2144568-f4c929cac211468bae2bbe3865ebf6ba.jpg,8.0,2.0,4.0,101.0,30,1.0,14.0,2.0,2.0,14.0,1.0,57
Creamy Pear Pie,20 mins,55 mins,1 hrs 15 mins,8,1 to 9 - inch pie,4.4,https://www.allrecipes.com/recipe/47915/creamy-pear-pie/,https://www.allrecipes.com/thmb/DXLdk0i5ifjWVGo5B6hAFI7o0QY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1088180-353550eaa56043299622e8d6c453efce.jpg,17.0,7.0,20.0,155.0,40,4.0,20.0,3.0,4.0,48.0,1.0,166
Jump Rope Pie,30 mins,50 mins,1 hrs 20 mins,8,1 9-inch pie,3.8,https://www.allrecipes.com/recipe/245114/jump-rope-pie/,https://www.allrecipes.com/thmb/I2qSvHBzdYKRBGAcfawfYd5Bq70=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2636699-be14b06a97ea47ae938245bb3788d70c.jpg,15.0,4.0,,235.0,58,3.0,33.0,3.0,12.0,14.0,2.0,128
Dethbert's Pear Pie,30 mins,25 mins,55 mins,16,2 pies,2.0,https://www.allrecipes.com/recipe/268820/dethberts-pear-pie/,https://www.allrecipes.com/thmb/aCnCUfJ4QNBHOM2m6j2t_laqRRk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5968966-380a9ef7811649779e96fbbbd8e2d8a1.jpg,24.0,12.0,45.0,397.0,52,5.0,28.0,6.0,6.0,121.0,1.0,196
Coffee-Dusted Pear Galette,30 mins,20 mins,50 mins,4,4 servings,2.0,https://www.allrecipes.com/recipe/244894/coffee-dusted-pear-galette/,https://www.allrecipes.com/thmb/xGjsNF6obs4hgzQghG_11Hfm06Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2579527-072fd83e897a405ba6e1a038163d5b3f.jpg,25.0,15.0,108.0,509.0,67,4.0,26.0,7.0,4.0,45.0,8.0,235
Grandma's Pear Preserves,30 mins,15 mins,12 hrs 45 mins,48,6 half pints,3.9,https://www.allrecipes.com/recipe/53839/grandmas-pear-preserves/,https://www.allrecipes.com/thmb/AXuEicwlKL10iCW-FZ91zP2K_yg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9411412-grandmas-pear-preserves-Trusted-Brands-4x3-1-64526ec51bd240bf911ed95f10e6f63e.jpg,0.0,,,1.0,39,1.0,38.0,0.0,1.0,5.0,0.0,30
Pear Jam,20 mins,20 mins,40 mins,64,8 half-pint jars,4.4,https://www.allrecipes.com/recipe/228625/pear-jam/,https://www.allrecipes.com/thmb/YS1Dg6RJq4f2398UDZWkz65qUqM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4554157-1d1a6c2cba9945f38442a7cc0312904b.jpg,0.0,,0.0,1.0,25,0.0,25.0,0.0,1.0,2.0,,16
Apple and Pear Crumble,20 mins,40 mins,1 hrs,8,,4.5,https://www.allrecipes.com/recipe/229252/apple-and-pear-crumble/,https://www.allrecipes.com/thmb/aGp4cpS4xdYWk49PdazUwj2z950=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2686900-c83cbdcdbf5d4caf8b16648000fd6617.jpg,16.0,8.0,31.0,91.0,55,5.0,34.0,5.0,3.0,58.0,2.0,230
Roquefort Pear Salad,25 mins,10 mins,35 mins,6,,4.9,https://www.allrecipes.com/recipe/34613/roquefort-pear-salad/,https://www.allrecipes.com/thmb/X33nKCok5rmgwgwovXrtPhNko5M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/49064-9a9d37901b52490e889027567faac35f.jpg,32.0,8.0,21.0,654.0,33,7.0,21.0,8.0,18.0,203.0,1.0,478
Prickly Pear Jelly,20 mins,38 mins,1 day 58 mins,24,3 pints,4.2,https://www.allrecipes.com/recipe/254409/prickly-pear-jelly/,https://www.allrecipes.com/thmb/Avq5WnallOgohrF85ctOsiFho7w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4057376-7eb35c7dc09b48eb840d15366d0ec33d.jpg,1.0,0.0,,6.0,49,4.0,38.0,1.0,17.0,65.0,0.0,259
Fresh Pear Cake,,,,12,1 to 10 - inch bundt cake,4.6,https://www.allrecipes.com/recipe/8212/fresh-pear-cake/,https://www.allrecipes.com/thmb/7to9HQBWdH8WgWX38lHu_-ohQ2g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7264740-19d31189eee0409a9e5728fcd035ca67.jpg,20.0,2.0,,371.0,67,4.0,39.0,6.0,3.0,20.0,2.0,158
Classic Pear Crisp,20 mins,35 mins,1 hrs,6,6 servings,4.2,https://www.allrecipes.com/recipe/91539/classic-pear-crisp/,https://www.allrecipes.com/thmb/fvOzjOdtaW0leFTmYFnZq6XfatA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/31083-d8473aeadb20400eb308eade4d852343.jpg,14.0,8.0,40.0,97.0,81,9.0,47.0,6.0,10.0,104.0,2.0,457
Pear or Apple Cobbler,15 mins,45 mins,1 hrs,9,9 servings,4.7,https://www.allrecipes.com/recipe/233068/pear-or-apple-cobbler/,https://www.allrecipes.com/thmb/6_DriKlvyc1cOW1uZpzwQcOYYIU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1106661-pear-or-apple-cobbler-kawika74-4x3-1-8d866ec2fb2d40b3bd261d12946b1b8a.jpg,14.0,8.0,34.0,100.0,55,4.0,38.0,2.0,3.0,47.0,1.0,190
Pear Vinaigrette,10 mins,,10 mins,12,1 1/2 cups,4.7,https://www.allrecipes.com/recipe/218334/pear-vinaigrette/,https://www.allrecipes.com/thmb/l7SzmM8ZfuDg9W2NflJvwxihjek=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2615720_Pear-Vinaigrette-4x3-1-5ac5ff0cea044d4abf83a86fae40aa19.jpg,9.0,1.0,,60.0,4,1.0,2.0,0.0,1.0,5.0,1.0,31
Pear Bread I,,,,20,2 -8x5 inch loaves,4.6,https://www.allrecipes.com/recipe/7214/pear-bread-i/,https://www.allrecipes.com/thmb/L6TZMQYo3bsXIrYsuBoM7UvMSTw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/16652-pear-bread-i-LynnInHK-4x3-1-218794fb649d41c299be48d735368dcc.jpg,13.0,2.0,28.0,196.0,38,2.0,22.0,4.0,1.0,19.0,1.0,75
Pear Honey,45 mins,3 hrs,3 hrs 45 mins,64,4 pints,4.5,https://www.allrecipes.com/recipe/75639/pear-honey/,https://www.allrecipes.com/thmb/n923hx8NoCKYICKdYuKaFaEPs3c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2529923-9c8531a0083d4b84b968272b67f88753.jpg,,,,0.0,29,1.0,27.0,0.0,1.0,3.0,,30
Curried Butternut Squash and Pear Soup,15 mins,1 hrs 30 mins,1 hrs 45 mins,8,8 servings,4.7,https://www.allrecipes.com/recipe/189936/curried-butternut-squash-and-pear-soup/,https://www.allrecipes.com/thmb/Om6BlT0lY4pGLJ053IvjCLQtFgc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5398264-f06d1fa3da3642a0a88562c9e8bb39b0.jpg,7.0,4.0,20.0,888.0,28,7.0,9.0,3.0,29.0,99.0,1.0,591
Pear Butter,30 mins,1 mins,31 mins,32,2 pints,4.2,https://www.allrecipes.com/recipe/75545/pear-butter/,https://www.allrecipes.com/thmb/jBtlDKM1ZKoz8yp_qZFUYFA1odA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1396111-9dcf1aad1c0748579e9665f72dbe2543.jpg,0.0,,,1.0,22,2.0,18.0,0.0,3.0,6.0,0.0,72
Grilled Brie and Pear Sandwich,10 mins,5 mins,15 mins,1,1 sandwich,4.8,https://www.allrecipes.com/recipe/237472/grilled-brie-and-pear-sandwich/,https://www.allrecipes.com/thmb/4RJwFW483KKARGzA7Pga2kdOAMs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1123463-grilled-brie-and-pear-sandwich-Chef-John-1x1-1-cedc15402ec247c493bc97ec3debc47e.jpg,41.0,26.0,121.0,998.0,57,6.0,10.0,22.0,23.0,209.0,5.0,375
Pear Relish,30 mins,1 hrs 40 mins,3 hrs 10 mins,192,8 pints,4.6,https://www.allrecipes.com/recipe/222276/pear-relish/,https://www.allrecipes.com/thmb/GBEwsd4UiBBfjqeMxA8kiGpaau8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6864997-36f8358e68b04553be7ed393d40e37ad.jpg,0.0,,,52.0,5,1.0,4.0,0.0,3.0,3.0,0.0,28
Cranberry Sauce Extraordinaire,10 mins,35 mins,45 mins,12,12 servings,4.8,https://www.allrecipes.com/recipe/13643/cranberry-sauce-extraordinaire/,https://www.allrecipes.com/thmb/PqoNDKUqkiywKW-SYZWHbunVYuA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2907429-cranberry-sauce-extraordinaire-Elizabeth-4x3-1-b324d62d29484113a2ae92ef5dbb0c9f.jpg,7.0,1.0,,100.0,36,3.0,22.0,2.0,13.0,24.0,1.0,220
